Topic,Topic prob,diff,Document,Tweet
4,0.6999674581598193,0.6666220282757659,67,work progress outbreak food hunger campaign little seeds ngo
4,0.4428513347642715,0.14285176574208774,68,lockdown new delhi title post series photos taken lockdown
8,0.5499999998260837,0.49999999975929893,69,golden chance mass deaddiction ongoing world gutka lifetime opportunity
5,0.524964358322661,0.24996834865182804,70,burden sustaining sisters parents rented room became almost impossible dry ration distribution brought relief buying food supplies another month bother gurdeep
6,0.8199886855904122,0.7999809142813794,71,make make even us
0,0.6999975236021674,0.66666246408715,72,fascinating discussions capturing different subjects truly appreciative ji team
7,0.6999962879441395,0.6666607008948959,73,image speaks much louder words salute
6,0.33755906998571156,0.0414897462048443,74,untill develop vaccine covid live pandemic must make habit wearing mask washing hands frequently health workers deserves highest commendation let us appreciate corona warriors
5,0.549976082716998,0.49995966350411253,75,little girl looking pretty seen forever thanks
8,0.48357085929303306,0.1004871411504134,76,get share years looted treasure dynasty chamchagiri subsist approx month long much surprised time demand share
0,0.5022431601728939,0.20450373192114085,77,brutal crash click link see full video
0,0.705890609858082,0.5260842439153621,78,advice given passengers jaipur patna shramik special train trains r run movement labour migrant workers tourists stranded due
9,0.45665026209442255,0.08997108223487449,79,right open liquor shops due lockdown peoples engaged children family members drinking alcohol might create daunting situation
7,0.6999994827484352,0.6666658863343432,80,corona updates
7,0.6999994827484352,0.6666658863343432,81,corona updates
0,0.42000163429876974,0.1974727561110115,82,two great tastes taste great together maggie chai maggie forever
7,0.6999994827484352,0.6666658863343432,83,corona updates
2,0.472262865495354,0.2016893346619622,84,whole body workout along full entertainment right definition zenith dance workout catch us live facebook online sesssion today pm
7,0.5249799799310026,0.2499799728503317,85,change brand change shop visit website get groceries delivered straight door delhi ncr inquiry gt gt app
3,0.5249954187699187,0.24999577963825803,86,finished first thing would
6,0.8874739440576646,0.8749676473924178,87,appreciable work done government providing ration nation well done
9,0.324963511551832,0.0032282691366779526,88,changed many things life life outside meanwhile field works resumed haridwar taking care precautionary measures watch video know source youtube
2,0.5499999359764383,0.49999990380881953,89,nanomedicine covid
1,0.8199530221237965,0.7999318534177992,90,shgs make one crore masks
5,0.3713942021871309,0.00946690597873956,91,get summer ready latest air conditioners available nearest ep store enquire
8,0.4755263244808988,0.15107907849394275,92,let relaxation zone forgo still possible
6,0.6999966636754915,0.6666607720286168,93,dogmatic people call remember lovely educated people call
5,0.7749607812109602,0.7499480492347033,94,main purpose rigorously increase testing period without suffering working class economy purposeless
7,0.35607557743676094,0.0803273668062569,95,one nation one voice among singers uniting anthem dedicated frontline warriors fighting pandemic aid
1,0.3927545776277345,8.447261215405177e-06,96,india got extended pls us favour n post vids home baking netflix suggestions live stay sane hope u ur family r well n keep smiling
8,0.6999882724515962,0.6666455990331457,97,bcoz trending thought give try first cake baked noida
0,0.619984774971896,0.39998572934989696,98,bhai sir would please intervene ensure animal welfare laws followed district ji
5,0.6049635604669676,0.36993468701238474,99,alcohol dependency would got cured want addictive phase back anticipated result domestic violence malnutrition children street fights increased risk chronic illnesses govt revenue
0,0.5499952459039457,0.4999904919472256,100,esteemed training partner g k foundation empanelled skill development mission upsdm
8,0.47648362857444126,0.03299014402222428,101,india copying us good usa flyover tribute healthcare first responders essential personnel battling spread thank support together
6,0.7381247406213175,0.5905612514329966,102,symbolism done keep people country good humor extension breaks spirit people
5,0.61999204461691,0.3999879342868511,103,lockdown extend till th may
1,0.39239795211608813,0.05146754119058089,104,please stay alive profit
1,0.5499928848028667,0.4999857698454132,105,morning headlines
4,0.447222811370082,0.027805620739269454,106,us help usher green revolution importantly following guidelines thanks laying road map
0,0.27518706497863454,0.0001867891292280377,107,people used busy given much needed break
8,0.3467938864990529,0.007574877954968029,108,people stop things might extended beyond th may infection continue spread sir take stronge action
5,0.54999247469014,0.49998494959342166,109,payers started feeling indians
0,0.5245807672644254,0.2491808251670211,110,guide lines especially yog guru please look touch speaking something channels
1,0.6999646591897558,0.6666122472736036,111,morning feels b ful chirping birds pure euphonious music already day
1,0.5933983383415474,0.34682147331028035,112,best part work home starts early spends morning hours songs birds squirrel favorite kind programming music discovered
8,0.6225625176048423,0.44514623832008204,113,way thinking issue ppl hv difficulty perceiving things differently training perpetual process somethings create excitement depressive environment due welcome diverse
6,0.5637486347945654,0.2417943577245068,114,bureaucrats turned mess fear indian bureaucrat best friend fear covid grips people opportunity arisen regulatory inspectors make country dance tunes thoughts
8,0.2924087755879515,0.0514854581567698,115,started developing new habit quarantine period e waking need know people similar interest
0,0.6999958324683085,0.6666605186941965,116,full post fb
9,0.3666669306608226,2.674500253430079e-06,117,say social stigma faced survivors
4,0.3165128100893104,0.01134012460644157,118,guidelines movement stranded people lockdowndown pointing backhand index via
6,0.6999906550799272,0.6666507382269771,119,skies clear think able see ships mumbai lit tomorrow gurgaon
0,0.38511171668083233,0.004663969215311925,120,please take care everyone read thread thanks sharing wishing father speedy recovery strength family difficult time
0,0.6999414148671578,0.6665766182397438,121,great memorable day tomorrow waiting tomorrow
1,0.5643564047656894,0.2287323672481567,122,please look complaint young lad regarding powercut place since morning staying without nothing short particularly one live
7,0.5241716634982462,0.24834605964298523,123,doctors god lives earth save us
5,0.49035359908639725,0.09500838629762814,124,unlike home vehicle aircon jet c hv aircon vent system using hepa filters cabin air also used pressurisation metered fresh air mixed q begs answering everyone using masks risk mitigated checked infection pre boarding
5,0.3979961993079154,0.15599620385351742,125,message hon ble cm sh manohar lal broadcast today state hookup pm tune khz newsonair app listen programme
1,0.6999999998065005,0.6666666663725177,126,cooking diaries quarantine mom made amazing gulab jamun hapur
1,0.6999999998065005,0.6666666663725177,127,cooking diaries quarantine mom made amazing gulab jamun hapur
1,0.6999999998065005,0.6666666663725177,128,cooking diaries quarantine mom made amazing gulab jamun hapur
5,0.3537282030726406,0.13791652878679259,129,wonder states eager get rid migrant labours look lockdown wd relaxed sooner later economic activities resume real estate factories agriculture wd start without
8,0.7749978603184782,0.7499968592746065,130,always smoking doobie thinking life missing tabhi ek dost ne beedi pakda di mi life seams komplete
1,0.35754483774938395,0.019774254738887553,131,generating awareness disease one crucial part controlling certain level stigma regarding covid still persist aming people health education promotion minimum
6,0.5011255468279304,0.20227301790232233,132,sirs aragyu setu app phone showing one patient within vicinity metered residence kindly take appropriate action
8,0.45006415030572816,0.06013350398381262,133,many neighbours whatsapp group asking go visiting people since relaxations announced response anyone told relax
4,0.5570267362296836,0.24738694409355244,134,lockdown allowed prohibited red orange green zones simple ready reckoner
8,0.7749704510222631,0.7499627220483405,135,let virus waste anymore time cause really prices batch starting week
6,0.5249740906125725,0.24997612054117258,136,dramatic effect never active memory l ever gone bald okay happened mistake regretting one bit nice ya think
5,0.36666646381064494,6.038938563046603e-06,137,another one bites dust
1,0.4189860000329705,0.0869459535818155,138,migrant workers returning home threats help ensure integration back community together fight
2,0.420978254429085,0.0019855497822802715,139,built finest minds india leading way towards healthier tomorrow download app today
9,0.5499999999007039,0.4999999998856399,140,going badly
0,0.3666606758046047,1.1711454901586205e-05,141,different types push ups must try fun
1,0.49575064918349554,0.20744688825910146,142,guys please download arogya setu app made government india recomend friends family inform infected person near alert
5,0.4730294633000816,0.10605892667941486,143,allowed containment red orange green zones chart tells
6,0.5499944883858394,0.4999892792103419,144,saved us mess
5,0.8499963735064846,0.833326876601576,145,sale liquor allowed zones certain riders thread activities allowed
0,0.46068885119650144,0.054729305228450376,146,look wrong look wrong country instead looked seek basis response unprecedented one cannot blame one consider
8,0.47737121229639073,0.0880852496666929,147,earthquake haryana really felt tremors intensity first time life god bless stay safe
8,0.8199896162384348,0.7999839782119001,148,want know think want believe
8,0.8499876546387327,0.8333162577576277,149,think understand teach someone best way live life experience coach
5,0.5499935117270052,0.49998702358736136,150,waiting waiting waiting back action
3,0.6999711546067916,0.6666090206605765,151,important message ips r p meena dcp south east delhi
3,0.6999711546067916,0.6666090206605765,152,important message ips r p meena dcp south east delhi
8,0.5249758786680931,0.24998661604354105,153,important guidelines staff visitors banks atms prevent spread
7,0.5365884676255476,0.27318023805612895,154,samba knows aarogya setu app coronavirus download app amp encourage others around
0,0.6999979862203362,0.6666626726298016,155,advisory homemade protective face mask
1,0.4866058633795667,0.10655308883088843,156,good morning everyone love habit waking daily whats habit
3,0.36666680490327136,2.2870773333683037e-05,157,story rwa delhi colony becomes stick support lonely senior citizens
0,0.43548461540908895,0.03097711359370381,158,post hope see cleaner free
7,0.6999999496391548,0.6666665660040166,159,single pint save three lives single gesture create million smiles
5,0.5499489099765359,0.4999319678478096,160,believe hard work luck
4,0.36666557336860867,5.46389857575269e-06,161,sadness realise one waiting meet lockdown
3,0.774964101073079,0.7499499798427377,162,guidelines brief delhi india
3,0.774964101073079,0.7499499798427377,163,guidelines brief delhi india
1,0.44285576521418063,0.28389599305360924,164,training mind muscle days done quality reading quarantine stay home read books
3,0.774964101073079,0.7499499798427377,165,guidelines brief delhi india
9,0.6999905589877635,0.6666534415121961,166,know trust anyone else using plz share km snap shots url
1,0.5499936839146218,0.4999873680819178,167,stop consulting lawyer economic problem amd others legal issue lawyer cannot economist
8,0.4353034985220633,0.04890744718302653,168,following back p family appreciate work want give back therefore follow back everyone pyar se jaan bhi le lo saab
2,0.3791251280792445,0.024933193850073254,169,parenting covid day choose words wisely reacting spending cause often comes onto
9,0.3666668192286143,3.0528993466560905e-07,170,going gets tough stand together says narrates touching story someone helped pregnant lady reach hospital
8,0.5857132128575266,0.2857247992189293,171,live life king size papa enjoying quiet evening ancestral home always miss carefree life lived sweet childhood memories playing roof top enjoying greenary well lots learn
1,0.3982686565643984,0.15653996053530875,172,death toll rises cases climb union health ministry ohh allah safe us
0,0.5249800447562815,0.24998814132713876,173,happy working home
3,0.7749734084164538,0.7499578736305035,174,extension new guidelines relaxations delhi
3,0.5252738073657551,0.3090175431039393,175,delhi cm asks city citizens accept coronavirus learn live statement city riddled fresh spurt cases unending spiral daily epitome failed governance complete surrender government
1,0.5323672970807406,0.28974242277530593,176,delhi government gameplan tackle problem pollution odd even opening mandis odd even relaxing lockdown odd even sprinkle free electricity water sordid horrid inept someone governance
7,0.7749897747070716,0.749985397828904,177,basically country realises prolonged futile destroyed lives uprooted communities less ruined economy
1,0.5499832196946848,0.499973838112573,178,ministry home affairs named ministry clarification affairs period
1,0.48317055218470517,0.16636520916199077,179,delhi records highest one day spike reports
6,0.6999618414622476,0.6666055983279333,180,followers still donating blood dangerous situation
8,0.6999660229134534,0.6666216782988347,181,best time year
6,0.549992966990324,0.49998593426141946,182,webinar assessment current situation planning persons south asian region light organised south asian group
1,0.36666626328272944,4.033406609260659e-07,183,quarantine dairies lockdown extended
3,0.5820285894100489,0.3240653714410508,184,coming new delhi india
2,0.7749794952582351,0.7499652897523209,185,addressed webinar today discuss strategies revival jewellery industry aftermath covid discussed ways means tide economic crisis jewellery industry export processed jewellery plight goldsmiths
7,0.5207256509957617,0.24145157204260836,186,corona updates case wearing homemade mask
1,0.5499903332072934,0.4999847919767519,187,happiness quality soul function one material circumstances
3,0.5499998346668713,0.49999966937101864,188,delhi airport resume flights terminal allot entry gates check bays airlines
8,0.5499999998260837,0.49999999975929893,189,waiting world press restart button
1,0.5152371116674829,0.11938635949672421,190,really salute prime minister government doctors polish media delivery boy really eveyday step house please support government thank modi sir
9,0.6999719620593303,0.66661999388344,191,infected persons like around moment increasing geometrical progression requires medical attention
6,0.699971253666606,0.6666246557314361,192,indian farmer devises motorcycle take daughter school
7,0.624293798832321,0.38193121925512263,193,indian navy fires flares air mark gratitude appreciation frontline workers including healthcare workers sanitation staff police personnel fighting
1,0.5499999998414379,0.49999999981770094,194,weather made parvati poo loving cloudy weather wearing limeroad
3,0.9307670495524668,0.9230739712515149,195,mark words cm delhi open approach delhi next new york terms mortality number cases last week may rate new york since last weeks
8,0.683322732330041,0.49999954179691397,196,vaibhavshukla government least show transparency amount come c g know much amount generated much amount spends tackle
3,0.3822251883275604,0.03112199787582981,197,new normal corona age
6,0.6999710358420909,0.6666169598416033,198,basically tomorrow monday people sunday others saturday know sure tuesday
0,0.5499662738461698,0.499950232514668,199,honoured encouraged support initiative
7,0.5499417294646801,0.4999166085636743,200,artisan putul midya sabang paschim medinipur west bengal beautiful textile making guess putul
4,0.6999443440780043,0.6665786363888441,201,sathi india organization ngo day date
5,0.5217518304267638,0.203512203224678,202,reposted touch infra red thermometer back stock could order inclusive price inr delivering across india
3,0.5354115212839465,0.1851174544737892,203,time come open delhi ready live coronavirus kejriwal
3,0.5249999416379433,0.2500008572034764,204,necessary contain delhi fully ready relax lockdown restrictions delhi cm
4,0.27500023656371125,4.045829700705106e-07,205,something better nothing learning everyday solutions institute forensic science
0,0.4826891574201776,0.1654091664550547,206,bot misinformed development india biocon md already announced end year vaccine would ready correct wrong
8,0.5499934894125097,0.4999899552973463,207,risking better regretting
6,0.7749835942048671,0.7499700563210584,208,empower women artisans switch fair environment friendly handmade products make join live classes artisans learn makefair
6,0.699956212235599,0.6666072536489083,209,shower good quality ppes petal indian doctors
8,0.5692463826130864,0.39591495372559715,210,stay time need adapt different life style able live
2,0.44989422381852157,0.0998304497783617,211,breastfeeding vital child survival nutrients breastmilk help fight infection even protects child allergies
4,0.33285267842278093,0.019052434344654312,212,chronicles day flying away yet everyone would expected days lockdown going back normal lives got instead another two weeks sit
3,0.6999750736079131,0.6666256077560211,213,subject delhi india
6,0.549993822373915,0.4999890930543805,214,haryana aaj cm shri addresses people
2,0.5765022291275901,0.3409107327250887,215,visuals cherish emerging across india today judicious move india security services laud serenade india health workers police personnel grit guile testing times jai hind
2,0.6999981015020403,0.6666628849572094,216,occasion hon ble minister launched covid kath multimedia guide spread using multiple platforms
8,0.33831515137112617,0.09214310095611317,217,concern worker student however many people working sector living alone far away families dont right go meet families
7,0.5857074257133557,0.2857087218070378,218,let birds fly let earth recover stop using plastic products save environment let heal quarantine
0,0.5499907314404292,0.49998425739123403,219,rather different view prakash mohalla east kailash
7,0.3666631096835826,1.5211465241860012e-06,220,salute behalf indians
0,0.47945930620316973,0.11892280494686142,221,complete due books great company difficult times see variety brilliantly arranged enjoy reading
3,0.5499519161807457,0.4999298429115785,222,talking quite time perspective casting effect possible
9,0.49452816108618547,0.18906873419358933,223,good please keep distance
7,0.36666280381559957,6.9056848910897806e-06,224,deep penetration fighter aircraft flypast vic formation ncr part armed forces salute today
4,0.5499981853646341,0.4999971605299837,225,latest awesome latest human update lockdown
7,0.6199995164153796,0.40000635744862895,226,su fighter aircraft giving ncr part armed forces salute corona warriors today
2,0.54997600838637,0.49996560959101954,227,india win battle never forgive china
6,0.5309277982956961,0.39101455044507144,228,precautions safety well every single citizen shall primary thing pandemic situation worth appreciating decision hope nightmare ends soon
6,0.6999971844167235,0.6666623977862596,229,purani yaade taza ho gyi tried sketching many many years
1,0.6999941726977367,0.6666579339466404,230,although even one case bad news comparative sense gives relief confidence
6,0.3210205341055914,0.06587766021045999,231,source motivation customers must see customers say serving currently greater noida amid pandemic covid assurity quality safety order veggies fruits whatsapp
9,0.7749864110635747,0.7499737639920399,232,new video published kitchen cleaning tips watch
7,0.5732298561157466,0.3846521209052693,233,govt issues order states uts allow opening certain categories shops except single multi brand malls permitted shops must open strength workers ensuring compulsory wearing masks strict adherence
2,0.7170538319411794,0.5484017577993741,234,modi govt integrated overseas citizens india devising ways fight pandemic strengthen research well innovation
1,0.3781251694093276,0.11996652708496175,235,masks face covers become part lives people days ahead everyone aim must ensure rapid response current circumstances
1,0.5499717090144446,0.4999603925408632,236,government focus real ground level issues flowering petals solution
9,0.5249753689091708,0.2499900665023701,237,touching new records cumulative production ppe coveralls medical personnel touches million country
7,0.9099657868471355,0.8999557215382457,238,modi govt efforts yielded results country managed save thousands lives past one half months due lockdown
7,0.6708161390993694,0.4305353889293394,239,indian air force stepped efforts meet emerging requirements combat contagion iaf continues airlift essential supplies medicine ration along medical personnel across country
2,0.5046462224589915,0.09819110993380603,240,indian railways taken degree measures ensure interests passengers taken care railway emergency cell covid responding queries requests suggestions every day
4,0.44500160507110653,0.023347364186496966,241,major feat india battle covid northeastern states completely coronavirus free sikkim arunachal pradesh nagaland manipur tripura
2,0.7591306197473315,0.6182640410988078,242,modi govt taken several measures safeguard farmers adverse impact ongoing lockdown wheat harvesting across country continues briskly
2,0.3687356455814424,0.05976951183154838,243,nari shakti shows relentless effort positive energy united resolve fight covid one crore face masks made various self help groups across country
4,0.5499981853646341,0.4999971605299837,244,lockdown series abyss
2,0.8499873841911937,0.8333116452666742,245,graded pre emptive pro active approach modi govt taking several steps prevention containment management covid
2,0.38932792862759336,0.015432592966321268,246,modi govt facilitating inter state movement stranded people including migrant labourers country
6,0.7541317580873526,0.6082794904069652,247,healthcare workers hospitals risking covid infection taking care infected hospital care assistive robotic device hcard robotic device used provide medicines food patients turn helping healthcare w
3,0.4108989178199646,0.13784703056659015,248,india response covid spearheaded smart cities agra smart city created gis dashboard show various hotspots heat map positive cases recovered cases etc
7,0.6374884917899911,0.37498953592000767,249,janaushadhi sugam mobile app helping people big way locate nearest janaushadhi kendra pmjak get affordable generic medicines lakh people using janaushadhi sugam mobile app avail host benefits provided
0,0.5257456202462858,0.2514992161393999,250,given hardships faced parents students due covid epidemic national testing agency nta revises dates submission online application forms various examinations
3,0.36666675040138597,6.1643047725712385e-06,251,heartfelt moment came celebrate birthday member pritam singh nephew big thankyou sho rajouri garden mr anil sharma huge respect delhi police
6,0.8499775545349414,0.833303112162879,252,global pandemic created unprecedented situations leaving large number people vulnerable hunger indian railways distributes free hot cooked meals crossing three million mark
5,0.7673947317894566,0.6236865513210247,253,large number activities allowed red zones industrial construction activities rural areas including mnrega works food processing units brick kilns permitted besides rural areas without distinction nature goo
9,0.7002715130371059,0.48055151993173795,254,new guidelines also prescribe certain measures well safety persons hence movement individuals non essential activities shall remain strictly prohibited pm
5,0.8999871656963239,0.8888695667368193,255,several activities remain prohibited across india irrespective zone include travel air rail metro inter state movement road well running schools colleges educational training coaching centres
5,0.8499942932606237,0.8333238098815903,256,orange zones inter district movement individuals vehicles allowed permitted activities four wheelers maximum passengers besides driver pillion riding allowed two wheelers
4,0.9307582729028747,0.9230622464366358,257,given significant gains lockdown govt extends lockdown period two weeks lockdown guidelines provide relaxations based risk profiling districts country red hotspot green orange zones via na
7,0.36315623095610006,0.033044532072263766,258,supplementing massive efforts govt facing defeating covid india armed forces show solidarity frontline soldiers undertake several activities saluting corona warriors may rd
9,0.5237955775335496,0.2476131089430817,259,new video came go check link
4,0.36666556941388,1.004506731172583e-05,260,nationwide lockdown rd may
2,0.5499999359764383,0.49999990380881953,261,steps emerge victorious covid
8,0.521564364503644,0.24314095526939689,262,lockdown things know
2,0.36666673698882446,1.8340390300908282e-07,263,platform connecting covid warriors
9,0.7286159935465566,0.5372408888001032,264,going connect today social distancing emotional distancing lovely meet extended family virtually stay connected stay safe
1,0.41089661983846615,0.16835380046583268,265,iip foundation contributed distribute ration great support friends like west bengal
0,0.41754663760470545,0.22456692075059712,266,indian airforce salutes covid warriors different different hospital really awesome great work done boost energy warrior god bless study mbbs abroad
7,0.6457726048266619,0.42489783087602473,267,thank sir taking issues related airline refunds also waiting money stuck airlines due
7,0.549994572576779,0.49998914536878886,268,presenting aerial salute showering flower petals express gratitude towards
8,0.5499999998260837,0.49999999975929893,269,power journalist fraternity unmasking truths currently masked world jai hind
7,0.6199960115284431,0.40000284884452664,270,indian army navy iaf set express gratitude corona warriors today jai hind
0,0.36666681999589174,6.261663994422406e-06,271,great job dwarka district police
5,0.4199922460044111,4.8042853840191135e-06,272,said good laugh heal many problems reason family smile today
3,0.9181787269409633,0.9090859463563463,273,thread total confirmed cases continue grow active cases growing every days confirmed cases growing doubling every days cgdr total confirmed case
6,0.5499865821112098,0.4999765436555387,274,kiddos times greater noida
0,0.5817777747039045,0.26357147180119106,275,india crossed one million rt pcr tests great achievement period ramped testing samples day labs testing mentor institutions like aiims pgichandigarh carrying tests x working great team effort
6,0.6999909509341657,0.6666537534709989,276,traveling times global pandemic curse blessing
1,0.2586921442845209,0.024069449725019926,277,act kindness matter small ever wasted pandemic important kind towards everyone including animals offer food water lots help survive without going hungry
7,0.5499999998843448,0.49999999986664323,278,preserve conserve save october
2,0.8714134698922995,0.8571197022392913,279,responsible citizen urinate spit public places help us protect family together fight
9,0.8874804735023698,0.874972606982204,280,personnel blue carry blue hue sons soil worthy always true born carry giant operations ground air water ovations signal rip dis ease stay safe keep distance home please dr anil kumar grover
9,0.8874804735023698,0.874972606982204,281,personnel blue carry blue hue sons soil worthy always true born carry giant operations ground air water ovations signal rip dis ease stay safe keep distance home please dr anil kumar grover
4,0.7749789432302097,0.7499658395032476,282,everyday help compassionate souls feed hungry donate share tag
7,0.7274315846297226,0.5691555853471331,283,india salutes corona warriors personnel ins hansa goa express appreciation forming human chain thank corona warriors unwavering commitment
3,0.28675961963894,0.011767600256949562,284,please edit caption delhi corona truth spelling mistake
4,0.27802882157367853,0.024238525141878353,285,lockdown day update khi se kuch good news ki umid k sth sth ab virus na hone ki umid kam hai live without junk food office managers k humanity nhi hai unhe bus number bnane hai harry potter series kitni bar b dekh lo mann nhi bharta
7,0.6999842193631575,0.6666440997280557,286,indian armed forces showcase unique way extending solidarity jai hind
