Topic,Topic prob,diff,Document,Tweet
7,0.07891146985991712,0.05902954580344258,66,present face become important word face passing time stay home face mind please mention
0,0.0,,67,gooey chocolate brownie recipe shared bit hurry cut edges neat
0,0.15218771849432863,0.10332056051501608,68,kenya looks india lockdown explain people country india bn pple go partial curfew speaks india envoy kenya rahul chhabra much
1,0.06477363364643984,0.057345532503498144,69,look forward listen ms dixita mehta co founder zindagi foundation ceo psychologist head counsellor refresh restart lockdown given youth opportunity look within
0,0.049704900204076946,0.025059493226075966,70,food corporation india ensuring food every indian across nation lakh tonnes food grains transported various corners country via trains trucks ships
0,0.0,,71,old favourite
6,0.17794709186970273,0.12383023857595235,72,home studio watch today pm pm today
1,0.22234934737568904,0.22234934737568904,73,satisfied lockdown
5,0.021326093707748718,0.021326093707748718,74,keeping fit times essential good control type diabetes join fitness mins core session fitness forms
0,0.0,,75,getting closer
5,0.021642610200271094,0.00753494987310311,76,work progress outbreak food hunger campaign little seeds ngo
1,0.1322896861352977,0.04606242197882304,77,lockdown new delhi title post series photos taken lockdown
5,0.010117178204595317,0.007725027992948313,78,golden chance mass deaddiction ongoing world gutka lifetime opportunity
5,0.022428738853380155,0.022428738853380155,79,burden sustaining sisters parents rented room became almost impossible dry ration distribution brought relief buying food supplies another month bother gurdeep
5,0.04944675655824805,0.04944675655824805,80,make make even us
5,0.0033824601444111526,0.0006365223815081957,81,fascinating discussions capturing different subjects truly appreciative ji team
5,0.012078622826439392,0.011270457874674416,82,image speaks much louder words salute
8,0.06069154688400863,0.013210167294245505,83,untill develop vaccine covid live pandemic must make habit wearing mask washing hands frequently health workers deserves highest commendation let us appreciate corona warriors
5,0.008423510596152166,0.008423510596152166,84,little girl looking pretty seen forever thanks
5,0.0443511332336221,0.0443511332336221,85,get share years looted treasure dynasty chamchagiri subsist approx month long much surprised time demand share
9,0.016542262543815148,0.0034269224764567653,86,brutal crash click link see full video
5,0.011301256681810945,0.00236432891433282,87,advice given passengers jaipur patna shramik special train trains r run movement labour migrant workers tourists stranded due
1,0.052871026348129055,0.03493364466473323,88,right open liquor shops due lockdown peoples engaged children family members drinking alcohol might create daunting situation
3,0.24954790179830202,0.24954790179830202,89,corona updates
3,0.24954790179830202,0.24954790179830202,90,corona updates
5,0.012056352868155621,0.012056352868155621,91,two great tastes taste great together maggie chai maggie forever
3,0.24954790179830202,0.24954790179830202,92,corona updates
6,0.10156410379105033,0.06587325585678579,93,whole body workout along full entertainment right definition zenith dance workout catch us live facebook online sesssion today pm
4,0.12717209005986155,0.11284787917871225,94,change brand change shop visit website get groceries delivered straight door delhi ncr inquiry gt gt app
5,0.012547598982195098,0.012547598982195098,95,finished first thing would
5,0.01478000993537946,0.009178449640845644,96,appreciable work done government providing ration nation well done
5,0.03043291712725842,0.0145172714047672,97,changed many things life life outside meanwhile field works resumed haridwar taking care precautionary measures watch video know source youtube
8,0.236485188117078,0.236485188117078,98,nanomedicine covid
5,0.04234845230572111,0.04234845230572111,99,shgs make one crore masks
0,0.0,,100,sanitization adchini village adchini dda flats sdmc guidance radhika abrol
0,0.0,,101,chicken dinner
0,0.0,,102,looks score
5,0.012201474235685458,0.008013077505532432,103,get summer ready latest air conditioners available nearest ep store enquire
5,0.015109590485500979,0.014494242538254622,104,let relaxation zone forgo still possible
0,0.0,,105,kuch ker lo
5,0.11121378302938115,0.11121378302938115,106,dogmatic people call remember lovely educated people call
5,0.008406860718577434,0.006708715602821287,107,main purpose rigorously increase testing period without suffering working class economy purposeless
5,0.055107029466567585,0.048909537322848355,108,one nation one voice among singers uniting anthem dedicated frontline warriors fighting pandemic aid
7,0.0752082490317047,0.03705483867395775,109,india got extended pls us favour n post vids home baking netflix suggestions live stay sane hope u ur family r well n keep smiling
5,0.01209784471150645,0.01209784471150645,110,bcoz trending thought give try first cake baked noida
5,0.02715596193218957,0.022731158539285798,111,bhai sir would please intervene ensure animal welfare laws followed district ji
0,0.0,,112,neighborhood stores sellers milk kiosks
5,0.01891418087155901,0.009017336258601268,113,alcohol dependency would got cured want addictive phase back anticipated result domestic violence malnutrition children street fights increased risk chronic illnesses govt revenue
0,0.0037330263784710977,0.0028790365877985192,114,esteemed training partner g k foundation empanelled skill development mission upsdm
0,0.0,,115,esteemed training partner eupraxis expert systems consulting pvt ltd empanelled skill development mission upsdm
5,0.04960951814509543,0.0025976261394660277,116,india copying us good usa flyover tribute healthcare first responders essential personnel battling spread thank support together
0,0.0,,117,adopt pace nature secret patience
5,0.09117614393665358,0.09117614393665358,118,symbolism done keep people country good humor extension breaks spirit people
1,0.09768953401086823,0.06104330257180789,119,lockdown extend till th may
7,0.10640624959031662,0.08853172007546485,120,please stay alive profit
0,0.0,,121,kind innovation invention happen
5,0.0039320732835302925,0.000731163811218398,122,morning headlines
5,0.05743208410633939,0.0561705353983797,123,us help usher green revolution importantly following guidelines thanks laying road map
5,0.06136605125179295,0.06136605125179295,124,people used busy given much needed break
5,0.05069063334697717,0.03074767692817537,125,people stop things might extended beyond th may infection continue spread sir take stronge action
0,0.0054822500722876265,0.0054822500722876265,126,payers started feeling indians
5,0.029013959867652546,0.02368671536183669,127,guide lines especially yog guru please look touch speaking something channels
2,0.1425280281334241,0.14219530401700106,128,morning feels b ful chirping birds pure euphonious music already day
7,0.0915124133882699,0.08663506501763525,129,best part work home starts early spends morning hours songs birds squirrel favorite kind programming music discovered
5,0.016503194569194482,0.010498285963939188,130,way thinking issue ppl hv difficulty perceiving things differently training perpetual process somethings create excitement depressive environment due welcome diverse
8,0.08053581785821035,0.028589239550819094,131,bureaucrats turned mess fear indian bureaucrat best friend fear covid grips people opportunity arisen regulatory inspectors make country dance tunes thoughts
9,0.09694659835887082,0.03469355010484578,132,started developing new habit quarantine period e waking need know people similar interest
5,0.0031192922039630713,0.003099898497195282,133,full post fb
5,0.0089196669677514,0.0089196669677514,134,say social stigma faced survivors
5,0.05247945045775055,0.04953794149648027,135,guidelines movement stranded people lockdowndown pointing backhand index via
5,0.012021634037152774,0.011685932856445024,136,skies clear think able see ships mumbai lit tomorrow gurgaon
5,0.04861106842558326,0.04277646602268399,137,please take care everyone read thread thanks sharing wishing father speedy recovery strength family difficult time
2,0.14190755080720735,0.14115271170543425,138,great memorable day tomorrow waiting tomorrow
5,0.05290227999132343,0.05044058237220759,139,please look complaint young lad regarding powercut place since morning staying without nothing short particularly one live
5,0.05175845470269706,0.05175845470269706,140,doctors god lives earth save us
7,0.05613442948421721,0.04805440871344593,141,unlike home vehicle aircon jet c hv aircon vent system using hepa filters cabin air also used pressurisation metered fresh air mixed q begs answering everyone using masks risk mitigated checked infection pre boarding
6,0.13036373726474362,0.12176415566454638,142,message hon ble cm sh manohar lal broadcast today state hookup pm tune khz newsonair app listen programme
6,0.006196792252310147,0.0018449285968662743,143,cooking diaries quarantine mom made amazing gulab jamun hapur
6,0.006196792252310147,0.0018449285968662743,144,cooking diaries quarantine mom made amazing gulab jamun hapur
6,0.006196792252310147,0.0018449285968662743,145,cooking diaries quarantine mom made amazing gulab jamun hapur
0,0.0,,146,binge watching kids aura residential apartment
0,0.0,,147,believe spent rupees night december welcome
1,0.0549184945886728,0.03680454132575241,148,wonder states eager get rid migrant labours look lockdown wd relaxed sooner later economic activities resume real estate factories agriculture wd start without
0,0.0,,149,nature healing benefits
5,0.0206265960643436,0.017252426685295506,150,always smoking doobie thinking life missing tabhi ek dost ne beedi pakda di mi life seams komplete
8,0.0886495407828471,0.0029832346721984093,151,generating awareness disease one crucial part controlling certain level stigma regarding covid still persist aming people health education promotion minimum
5,0.05602124771082974,0.054440550913927015,152,sirs aragyu setu app phone showing one patient within vicinity metered residence kindly take appropriate action
5,0.061788743905921185,0.061788743905921185,153,many neighbours whatsapp group asking go visiting people since relaxations announced response anyone told relax
1,0.07258866835201615,0.07239029154856488,154,lockdown allowed prohibited red orange green zones simple ready reckoner
5,0.0441452186830435,0.04270621039349674,155,let virus waste anymore time cause really prices batch starting week
5,0.03668241698657853,0.03385874678985955,156,dramatic effect never active memory l ever gone bald okay happened mistake regretting one bit nice ya think
5,0.046444406991137915,0.04492082303395371,157,another one bites dust
7,0.06091620239651083,0.02509685821491455,158,migrant workers returning home threats help ensure integration back community together fight
6,0.10966494655472094,0.031333017902268126,159,built finest minds india leading way towards healthier tomorrow download app today
5,0.01903368482413122,0.01903368482413122,160,going badly
8,0.003979432651424714,0.0005983861660229335,161,different types push ups must try fun
0,0.06130931618447123,0.04056818421358602,162,guys please download arogya setu app made government india recomend friends family inform infected person near alert
1,0.002218873971922259,0.0006123758928351314,163,allowed containment red orange green zones chart tells
5,0.08205483581179086,0.08205483581179086,164,saved us mess
0,0.0037961139700845295,0.0023055868087213365,165,sale liquor allowed zones certain riders thread activities allowed
5,0.055611669159889486,0.052784412890147084,166,look wrong look wrong country instead looked seek basis response unprecedented one cannot blame one consider
7,0.08175139319643542,0.04763924266507503,167,earthquake haryana really felt tremors intensity first time life god bless stay safe
5,0.017058711776448285,0.017058711776448285,168,want know think want believe
5,0.024319577769705954,0.02365661371353667,169,think understand teach someone best way live life experience coach
5,0.01250987053036241,0.010194711258314584,170,waiting waiting waiting back action
4,0.14241470265687578,0.14241470265687578,171,important message ips r p meena dcp south east delhi
4,0.14241470265687578,0.14241470265687578,172,important message ips r p meena dcp south east delhi
4,0.00472923972236576,0.001829314531243108,173,important guidelines staff visitors banks atms prevent spread
5,0.006873000014229123,0.0017928466265963727,174,samba knows aarogya setu app coronavirus download app amp encourage others around
5,0.002925909219964694,0.0014721679455926384,175,advisory homemade protective face mask
5,0.024333527592172426,0.020245272592420892,176,good morning everyone love habit waking daily whats habit
0,0.0,,177,thought night ever forget came ever forget story growth found roots
4,0.1546491220314535,0.1443991887084125,178,story rwa delhi colony becomes stick support lonely senior citizens
5,0.012439964319112269,0.012439964319112269,179,post hope see cleaner free
5,0.012267425687394144,0.010864908694596744,180,single pint save three lives single gesture create million smiles
7,0.02283939633853319,0.020765668231528204,181,believe hard work luck
0,0.0,,182,alcohol priority shame
0,0.0,,183,feeding hungry biggest religion real hero actress identified outside screen
0,0.0,,184,tulip garden
1,0.1481310708817559,0.097616868965622,185,sadness realise one waiting meet lockdown
4,0.14031215757835522,0.038863603371372735,186,guidelines brief delhi india
4,0.14031215757835522,0.038863603371372735,187,guidelines brief delhi india
7,0.1137474187259371,0.106605986388775,188,training mind muscle days done quality reading quarantine stay home read books
4,0.14031215757835522,0.038863603371372735,189,guidelines brief delhi india
5,0.02700945535828366,0.02700945535828366,190,know trust anyone else using plz share km snap shots url
5,0.005908300241447357,0.005908300241447357,191,stop consulting lawyer economic problem amd others legal issue lawyer cannot economist
5,0.023081471039990236,0.011327580382958804,192,following back p family appreciate work want give back therefore follow back everyone pyar se jaan bhi le lo saab
2,0.17128065827608918,0.010040845600412657,193,parenting covid day choose words wisely reacting spending cause often comes onto
5,0.022347937800931438,0.022347937800931438,194,going gets tough stand together says narrates touching story someone helped pregnant lady reach hospital
7,0.05887010236979691,0.03983353915418711,195,live life king size papa enjoying quiet evening ancestral home always miss carefree life lived sweet childhood memories playing roof top enjoying greenary well lots learn
5,0.04500836288317501,0.019486870654122666,196,death toll rises cases climb union health ministry ohh allah safe us
7,0.09874495715406596,0.09297815391240646,197,happy working home
9,0.1418183374593118,0.007395470789836156,198,extension new guidelines relaxations delhi
4,0.08083200158236908,0.0530835412386801,199,delhi cm asks city citizens accept coronavirus learn live statement city riddled fresh spurt cases unending spiral daily epitome failed governance complete surrender government
4,0.0545828384836526,0.01228201231709005,200,delhi government gameplan tackle problem pollution odd even opening mandis odd even relaxing lockdown odd even sprinkle free electricity water sordid horrid inept someone governance
5,0.01213803975448498,0.008386215797489103,201,basically country realises prolonged futile destroyed lives uprooted communities less ruined economy
0,0.0,,202,gave bob haircut proud
7,0.20193773007073745,0.20193773007073745,203,ministry home affairs named ministry clarification affairs period
4,0.13888777561546733,0.005944883040041038,204,delhi records highest one day spike reports
5,0.011212358497382202,0.011212358497382202,205,followers still donating blood dangerous situation
5,0.039153659007854946,0.039153659007854946,206,best time year
5,0.0056666145643925565,0.0056666145643925565,207,webinar assessment current situation planning persons south asian region light organised south asian group
1,0.11850120191414305,0.11850120191414305,208,quarantine dairies lockdown extended
9,0.11831741267154158,0.008527857834126393,209,coming new delhi india
6,0.13279354084166312,0.01647806112489189,210,addressed webinar today discuss strategies revival jewellery industry aftermath covid discussed ways means tide economic crisis jewellery industry export processed jewellery plight goldsmiths
3,0.18635694473564748,0.18635694473564748,211,corona updates case wearing homemade mask
5,0.07386243651674318,0.06936845661499495,212,happiness quality soul function one material circumstances
4,0.24745636433060503,0.24745636433060503,213,delhi airport resume flights terminal allot entry gates check bays airlines
5,0.010117178204595317,0.007725027992948313,214,waiting world press restart button
5,0.026204694663754736,0.0123182242076983,215,really salute prime minister government doctors polish media delivery boy really eveyday step house please support government thank modi sir
5,0.03866534234794449,0.038094083286877155,216,infected persons like around moment increasing geometrical progression requires medical attention
5,0.01823615754932764,0.018204941031282226,217,indian farmer devises motorcycle take daughter school
5,0.004759276529085087,0.000789085758945189,218,indian navy fires flares air mark gratitude appreciation frontline workers including healthcare workers sanitation staff police personnel fighting
6,0.010697216854159291,0.008111035646190243,219,weather made parvati poo loving cloudy weather wearing limeroad
9,0.11227144571399417,0.015352350014414415,220,mark words cm delhi open approach delhi next new york terms mortality number cases last week may rate new york since last weeks
5,0.0251781815997617,0.02156045483532299,221,vaibhavshukla government least show transparency amount come c g know much amount generated much amount spends tackle
9,0.1854553937040769,0.056436799990609104,222,new normal corona age
5,0.08620779490888489,0.08620779490888489,223,basically tomorrow monday people sunday others saturday know sure tuesday
0,0.0,,224,kerala model interaction chief minister kerala pinarayi vijayan
5,0.01787680867923158,0.01787680867923158,225,honoured encouraged support initiative
5,0.005113061538965638,0.005113061538965638,226,artisan putul midya sabang paschim medinipur west bengal beautiful textile making guess putul
2,0.1753623960017949,0.03879417462377996,227,sathi india organization ngo day date
0,0.08224900728348045,0.08171552340224499,228,reposted touch infra red thermometer back stock could order inclusive price inr delivering across india
4,0.08087436586230332,0.050907732092418806,229,time come open delhi ready live coronavirus kejriwal
4,0.2254346527757182,0.13750023493278318,230,necessary contain delhi fully ready relax lockdown restrictions delhi cm
5,0.010440669580802687,0.010440669580802687,231,something better nothing learning everyday solutions institute forensic science
0,0.0830841671584956,0.0830841671584956,232,bot misinformed development india biocon md already announced end year vaccine would ready correct wrong
5,0.0037955052026686165,0.0025477064917101082,233,risking better regretting
0,0.0,,234,reading corner
5,0.01876032509619284,0.01876032509619284,235,empower women artisans switch fair environment friendly handmade products make join live classes artisans learn makefair
5,0.020081649091921155,0.018218612876986236,236,shower good quality ppes petal indian doctors
7,0.046642499511800196,0.007135202356037172,237,stay time need adapt different life style able live
5,0.04572947288620385,0.025696841818184404,238,breastfeeding vital child survival nutrients breastmilk help fight infection even protects child allergies
2,0.0584459917097162,0.010044291501338967,239,chronicles day flying away yet everyone would expected days lockdown going back normal lives got instead another two weeks sit
4,0.1839731739272448,0.050465864112090725,240,subject delhi india
5,0.11121378302938115,0.11121378302938115,241,haryana aaj cm shri addresses people
0,0.14088789550365516,0.08385426474415587,242,visuals cherish emerging across india today judicious move india security services laud serenade india health workers police personnel grit guile testing times jai hind
0,0.0,,243,mha control room utilised resolving complaints issues drivers transporters passage goods carriers including empty trucks officials deputed mha control room mha helpline nhai helpline seek assistance
8,0.1302805025540919,0.1302805025540919,244,occasion hon ble minister launched covid kath multimedia guide spread using multiple platforms
5,0.04797356841604558,0.0467929629233836,245,concern worker student however many people working sector living alone far away families dont right go meet families
5,0.02234105224006213,0.021194375593628165,246,let birds fly let earth recover stop using plastic products save environment let heal quarantine
8,0.005163892250237083,0.005163892250237083,247,rather different view prakash mohalla east kailash
0,0.002959052764246936,0.0015023814923570055,248,salute behalf indians
5,0.020571700224278212,0.018378272395389597,249,complete due books great company difficult times see variety brilliantly arranged enjoy reading
5,0.054187861856927116,0.05272525911211339,250,talking quite time perspective casting effect possible
0,0.0,,251,statement pieces ps earring favourite
5,0.03910614222143718,0.02402603059476319,252,good please keep distance
6,0.15129182954363962,0.15007782239582357,253,deep penetration fighter aircraft flypast vic formation ncr part armed forces salute today
1,0.22234934737568904,0.22234934737568904,254,latest awesome latest human update lockdown
6,0.1091393464941677,0.018563240659547106,255,su fighter aircraft giving ncr part armed forces salute corona warriors today
0,0.20766337694085557,0.20766337694085557,256,india win battle never forgive china
5,0.016993277549663257,0.014710918804191099,257,precautions safety well every single citizen shall primary thing pandemic situation worth appreciating decision hope nightmare ends soon
5,0.014388931142240352,0.014388931142240352,258,purani yaade taza ho gyi tried sketching many many years
5,0.06033630927020544,0.058853276879884994,259,although even one case bad news comparative sense gives relief confidence
8,0.07564686950388969,0.06445963245238201,260,source motivation customers must see customers say serving currently greater noida amid pandemic covid assurity quality safety order veggies fruits whatsapp
9,0.15051029696865426,0.14835464991856676,261,new video published kitchen cleaning tips watch
5,0.015272454764265947,0.006682492474925928,262,govt issues order states uts allow opening certain categories shops except single multi brand malls permitted shops must open strength workers ensuring compulsory wearing masks strict adherence
0,0.09033302951313404,0.059852869059739786,263,modi govt integrated overseas citizens india devising ways fight pandemic strengthen research well innovation
5,0.05213082938795459,0.04894069041635659,264,masks face covers become part lives people days ahead everyone aim must ensure rapid response current circumstances
0,0.01338505243169873,0.010318919362823819,265,government focus real ground level issues flowering petals solution
9,0.1278083817107687,0.12371477669100277,266,touching new records cumulative production ppe coveralls medical personnel touches million country
1,0.05943636420806273,0.021379425500293703,267,modi govt efforts yielded results country managed save thousands lives past one half months due lockdown
0,0.012884303998950797,0.00298094366113579,268,indian air force stepped efforts meet emerging requirements combat contagion iaf continues airlift essential supplies medicine ration along medical personnel across country
8,0.07100825086224165,0.012113735057121967,269,indian railways taken degree measures ensure interests passengers taken care railway emergency cell covid responding queries requests suggestions every day
8,0.07965963391780469,0.004484656250604374,270,major feat india battle covid northeastern states completely coronavirus free sikkim arunachal pradesh nagaland manipur tripura
1,0.0637594104804412,0.03459268473481818,271,modi govt taken several measures safeguard farmers adverse impact ongoing lockdown wheat harvesting across country continues briskly
8,0.07146488596471126,0.02840428920603346,272,nari shakti shows relentless effort positive energy united resolve fight covid one crore face masks made various self help groups across country
1,0.22234934737568904,0.22234934737568904,273,lockdown series abyss
8,0.09341810056841174,0.07021367980586651,274,graded pre emptive pro active approach modi govt taking several steps prevention containment management covid
5,0.04806775298357953,0.022488468921948623,275,modi govt facilitating inter state movement stranded people including migrant labourers country
8,0.05983005568512316,0.047873524779738885,276,healthcare workers hospitals risking covid infection taking care infected hospital care assistive robotic device hcard robotic device used provide medicines food patients turn helping healthcare w
0,0.1048170578514097,0.03211193928602574,277,india response covid spearheaded smart cities agra smart city created gis dashboard show various hotspots heat map positive cases recovered cases etc
5,0.07068951712641049,0.06701724974340528,278,janaushadhi sugam mobile app helping people big way locate nearest janaushadhi kendra pmjak get affordable generic medicines lakh people using janaushadhi sugam mobile app avail host benefits provided
8,0.11584832965253285,0.11229965739701317,279,given hardships faced parents students due covid epidemic national testing agency nta revises dates submission online application forms various examinations
4,0.15605726944080295,0.15021597005359622,280,heartfelt moment came celebrate birthday member pritam singh nephew big thankyou sho rajouri garden mr anil sharma huge respect delhi police
5,0.0491634162644284,0.04405662906133358,281,global pandemic created unprecedented situations leaving large number people vulnerable hunger indian railways distributes free hot cooked meals crossing three million mark
5,0.011027210705696183,0.006552094678620515,282,large number activities allowed red zones industrial construction activities rural areas including mnrega works food processing units brick kilns permitted besides rural areas without distinction nature goo
9,0.0715799227890217,0.05965370635355448,283,new guidelines also prescribe certain measures well safety persons hence movement individuals non essential activities shall remain strictly prohibited pm
0,0.0706325889346553,0.0706325889346553,284,several activities remain prohibited across india irrespective zone include travel air rail metro inter state movement road well running schools colleges educational training coaching centres
0,0.004838117943124068,0.0026243568522238423,285,orange zones inter district movement individuals vehicles allowed permitted activities four wheelers maximum passengers besides driver pillion riding allowed two wheelers
1,0.13208593858955195,0.12263184288293717,286,given significant gains lockdown govt extends lockdown period two weeks lockdown guidelines provide relaxations based risk profiling districts country red hotspot green orange zones via na
0,0.08834473731169909,0.011682573115140149,287,supplementing massive efforts govt facing defeating covid india armed forces show solidarity frontline soldiers undertake several activities saluting corona warriors may rd
9,0.14777029476656026,0.14085515278749788,288,new video came go check link
1,0.15190817776755797,0.11341935830609381,289,nationwide lockdown rd may
8,0.236485188117078,0.236485188117078,290,steps emerge victorious covid
1,0.09717775028861947,0.0830164295031429,291,lockdown things know
8,0.14791269725763947,0.13678513599383677,292,platform connecting covid warriors
7,0.09052506646979692,0.031248368553172992,293,going connect today social distancing emotional distancing lovely meet extended family virtually stay connected stay safe
5,0.042388775318991684,0.042388775318991684,294,iip foundation contributed distribute ration great support friends like west bengal
8,0.06177510477416852,0.05535447510026451,295,indian airforce salutes covid warriors different different hospital really awesome great work done boost energy warrior god bless study mbbs abroad
5,0.02535071753406567,0.02148100897080725,296,thank sir taking issues related airline refunds also waiting money stuck airlines due
3,0.002592902680851226,0.0009711922425156003,297,presenting aerial salute showering flower petals express gratitude towards
5,0.010117178204595317,0.007725027992948313,298,power journalist fraternity unmasking truths currently masked world jai hind
0,0.0,,299,proud moment showing gratitude towards heart touching moment proud
6,0.1133265921050208,0.021316877222113742,300,indian army navy iaf set express gratitude corona warriors today jai hind
7,0.005480600599114518,0.0016198798395338269,301,great job dwarka district police
6,0.10707589506685548,0.08257176583832676,302,said good laugh heal many problems reason family smile today
0,0.05262115553826712,0.04338362436623355,303,thread total confirmed cases continue grow active cases growing every days confirmed cases growing doubling every days cgdr total confirmed case
5,0.007904646207731236,0.007904646207731236,304,kiddos times greater noida
